campaign    region  slot_type   slot_template
wh3_main_chaos  wh3_main_chaos_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_temple_avenue_of_gold	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_wei_jin	secondary	wh3_main_chaos_region_wei_jin_special_secondary_spices_roc_only
wh3_main_chaos	wh3_main_chaos_region_pack_ice_bay	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_rackdo_gorge	secondary	wh3_dlc27_special_secondary_rackdo_gorge
wh3_main_combi	wh3_main_combi_region_karak_krakaten	secondary	wh3_main_human_minor_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_volcanos_heart	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_fort_bergbres	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_great_skull_lakes	secondary	wh3_dlc27_special_secondary_great_skull_lakes
wh3_main_combi	wh3_main_combi_region_thrice_cursed_peak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_blighted_grove	primary	wh3_main_special_the_blighted_grove_primary
wh3_main_combi	wh3_main_combi_region_gristle_valley	secondary	wh3_main_special_gristle_valley_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_eilhart	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_temple_of_khaine	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_katam	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_marienburg	port	wh_main_special_marienburg_port
wh3_main_combi	wh3_main_combi_region_sjoktraken	secondary	wh_main_special_sjoktraken_secondary
wh3_main_combi	wh3_main_combi_region_scarpels_lair	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_whitefire_tor	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_tai_tzu	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_golden_colossus	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_barak_varr	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_karak_zorn	primary	wh2_main_special_karak_zorn_primary
wh3_main_chaos	wh3_main_chaos_region_wurtbad	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_tor_saroir	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_temple_avenue_of_gold	secondary	wh_main_human_major_secondary_gold
wh3_main_chaos	wh3_main_chaos_region_pigbarter	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_golden_ziggurat	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_altdorf	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_frozen_city	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_combi	wh3_main_combi_region_niedling	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_nonchang	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_graeling_moot	secondary	wh_main_norsca_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_konigstein_tower	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_kraz_und	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_the_void	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_bay_of_blades	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_waldenhof	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_fort_ostrosk	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_karak_krakaten	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_kraka_drak	primary	wh2_main_special_kraka_drak_primary
wh3_main_prologue	wh3_prologue_region_mountain_pass_kislev_refuge	secondary	wh3_main_prologue_minor_secondary
wh3_main_combi	wh3_main_combi_region_morgheim	primary	wh3_main_special_morgheim_primary
wh3_main_chaos	wh3_main_chaos_region_blizzardpeak	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_writhing_fortress	primary	wh3_dlc20_special_the_writhing_fortress_major_primary
wh3_main_combi	wh3_main_combi_region_li_zhu	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_chimera_plateau	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_khemri	primary	wh2_main_special_khemri_primary
wh3_main_combi	wh3_main_combi_region_karak_raziak	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_broken_mount	primary	wh3_dlc27_broken_mount_primary
wh3_main_combi	wh3_main_combi_region_carroburg	secondary	wh_main_special_carroburg_secondary
wh3_main_combi	wh3_main_combi_region_numas	secondary	wh2_dlc09_special_numas_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_loec	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_karak_azorn	secondary	wh3_main_special_karak_azorn_secondary
wh3_main_combi	wh3_main_combi_region_tlaqua	secondary	wh_main_human_major_secondary_pastures
wh3_main_chaos	wh3_dlc23_chaos_region_pillars_of_grungni	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_fetid_catacombs	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_bleak_hold_fortress	secondary	wh3_dlc24_special_bleak_hold_fortress_secondary
wh3_main_combi	wh3_main_combi_region_iron_rock	primary	wh2_main_special_iron_rock_primary
wh3_main_chaos	wh3_main_chaos_region_the_sunken_sewers	primary	wh3_dlc20_special_the_sunken_sewers_major_primary
wh3_main_combi	wh3_main_combi_region_gryphon_wood	primary	wh_main_special_waterfall_palace_primary
wh3_main_combi	wh3_main_combi_region_dringorackaz	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	secondary	wh3_dlc20_special_bjornlings_gathering_secondary
wh3_main_chaos	wh3_main_chaos_region_dhazhyn	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_eschen	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_clarak_spire	secondary	wh3_main_special_clarak_spire_secondary
wh3_main_combi	wh3_main_combi_region_li_temple	secondary	wh3_main_special_li_temple_secondary
wh3_main_chaos	wh3_main_chaos_region_foundry_of_bones	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_teotiqua	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_burning_monolith	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_skeggi	primary	wh2_main_special_skeggi_primary_major
wh3_main_combi	wh3_main_combi_region_wellsprings_of_eternity	secondary	wh_main_human_minor_secondary_pastures
wh3_main_chaos	wh3_main_chaos_region_terracotta_graveyard	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_varg_camp	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_witchwood	primary	wh_main_special_waterfall_palace_primary
wh3_main_chaos	wh3_main_chaos_region_the_last_sky_castle	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_eagle_eyries	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_jade_wind_mountain	primary	wh3_dlc26_special_jade_wind_mountain_primary
wh3_main_combi	wh3_main_combi_region_lothern	port	wh2_main_special_lothern_port
wh3_main_combi	wh3_main_combi_region_fort_bergbres	secondary	wh3_dlc20_special_empire_fort_secondary
wh3_main_combi	wh3_main_combi_region_slavers_point	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_shrine_of_asuryan	primary	wh2_main_special_shrine_of_asuryan_primary
wh3_main_chaos	wh3_main_chaos_region_turtle_gate	primary	wh3_main_cth_bastion_primary
wh3_main_combi	wh3_main_combi_region_carroburg	primary	wh_main_special_carroburg_primary
wh3_main_combi	wh3_main_combi_region_karond_kar	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_the_brass_glacier	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_dlc20_chaos_region_chantillon	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_vlag	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_combi	wh3_main_combi_region_the_bleeding_spire	primary	wh3_main_special_the_bleeding_spire_primary
wh3_main_chaos	wh3_dlc20_chaos_region_black_pit	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_po_mei	secondary	wh_main_human_major_secondary_marble
wh3_main_combi	wh3_main_combi_region_verdanos	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_shambletown	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_copper_landing	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_godless_crater	primary	wh3_dlc20_special_godless_crater_major_primary
wh3_main_combi	wh3_main_combi_region_fu_hung	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_icespewer	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_salzenmund	primary	wh2_main_special_salzenmund_primary
wh3_main_combi	wh3_main_combi_region_eldar_spire	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_pack_ice_bay	secondary	wh_main_norsca_minor_secondary_iron
wh3_main_chaos	wh3_main_chaos_region_delberz	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sarl_encampment	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_granite_spikes	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_floating_village	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_izor	primary	wh2_main_special_karak_izor_primary
wh3_main_combi	wh3_main_combi_region_the_tower_of_khrakk	secondary	wh3_dlc20_special_tower_of_khrakk_secondary
wh3_main_combi	wh3_main_combi_region_har_kaldra	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_vale_of_nightmares	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_zanbaijin	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_zandri	primary	wh2_dlc09_special_zandri_primary
wh3_main_combi	wh3_main_combi_region_tor_sethai	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_clar_karond	secondary	wh2_main_special_clar_karond_secondary
wh3_main_combi	wh3_main_combi_region_zanbaijin	primary	wh3_dlc20_special_plains_of_zanbaijin_major_primary
wh3_main_chaos	wh3_main_chaos_region_snake_gate	secondary	wh3_main_cth_bastion_secondary
wh3_main_combi	wh3_main_combi_region_marienburg	port	wh_main_special_marienburg_port
wh3_main_chaos	wh3_dlc23_chaos_region_flayed_rock	secondary	wh3_dlc23_special_flayed_rock_secondary
wh3_main_prologue	wh3_prologue_region_the_scarlet_steppes_the_blood_moot	primary	wh3_main_prologue_dervingard_primary
wh3_main_chaos	wh3_main_chaos_region_tree_of_damned_shades	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_luccini	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_copper_landing	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_dlc20_chaos_region_wreckers_point	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_frozen_landing	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_black_fang	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_karond_kar	secondary	wh2_main_special_karond_kar_secondary
wh3_main_chaos	wh3_main_chaos_region_konigstein_tower	secondary	wh_main_human_minor_secondary
wh3_main_prologue	wh3_prologue_region_river_of_the_flux_the_fording_place	primary	wh3_main_prologue_dervingard_primary
wh3_main_combi	wh3_main_combi_region_bilbali	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_tor_achare	secondary	wh2_main_special_tor_achare_secondary
wh3_main_chaos	wh3_main_chaos_region_glut_port	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_gaean_vale	secondary	wh2_dlc10_special_gaean_vale_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_ladrielle	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_karak_ziflin	secondary	wh_main_human_major_secondary_dyes
wh3_main_combi	wh3_main_combi_region_har_ganeth	secondary	wh2_main_special_har_ganeth_secondary
wh3_main_chaos	wh3_main_chaos_region_laurelorn_forest	primary	wh2_main_special_laurelorn_forest_primary
wh3_main_combi	wh3_main_combi_region_the_moon_shard	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_lybaras	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_turtle_gate	secondary	wh3_main_cth_bastion_secondary
wh3_main_combi	wh3_dlc23_combi_region_gash_kadrak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_kappelburg	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_delberz	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_mount_athull	primary	wh3_main_special_mount_athull_primary
wh3_main_chaos	wh3_main_chaos_region_jade_wind_mountain	secondary	wh3_main_human_minor_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_ice_caverns_of_ymirdrak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_miragliano	secondary	wh_main_special_miragliano_secondary
wh3_main_chaos	wh3_main_chaos_region_talabheim	secondary	wh_main_special_talabheim_secondary_roc
wh3_main_combi	wh3_main_combi_region_daemons_gate	primary	wh3_dlc20_special_daemons_gate_major_primary
wh3_main_combi	wh3_main_combi_region_frozen_landing	port	wh_main_norsca_port
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_katam	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_monoliths	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_gnobbly_gorge	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_akendorf	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_frozen_landing	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_village_of_the_tigermen	primary	wh3_cp1_human_minor_primary_village_of_the_tigermen
wh3_main_combi	wh3_main_combi_region_fallen_gates	secondary	wh2_main_special_fallen_gates_secondary
wh3_main_chaos	wh3_main_chaos_region_the_palace_of_ruin	secondary	wh3_main_special_the_palace_of_ruin_secondary_marble
wh3_main_combi	wh3_main_combi_region_black_tower_of_arkhan	secondary	wh2_dlc09_special_black_tower_of_arkhan_secondary
wh3_main_combi	wh3_main_combi_region_the_burning_monolith	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_bechafen	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_yhetee_peak	secondary	wh_main_human_minor_secondary_iron
wh3_main_combi	wh3_main_combi_region_lashiek	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_vauls_anvil_loren	secondary	wh_main_special_vauls_anvil_secondary
wh3_main_combi	wh3_main_combi_region_temple_of_heimkel	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_sjoktraken	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_uzkulany	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_xen_wu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_tor_anlec	secondary	wh2_main_special_tor_anlec_secondary
wh3_main_combi	wh3_main_combi_region_gristle_valley	primary	wh3_main_special_gristle_valley_minor_primary
wh3_main_combi	wh3_main_combi_region_jungles_of_chian	primary	wh_main_special_waterfall_palace_primary
wh3_main_combi	wh3_main_combi_region_karak_vrag	secondary	wh3_main_special_karak_vrag_secondary
wh3_main_combi	wh3_main_combi_region_monument_of_the_moon	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_fallen_city	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_axlotl	primary	wh2_main_special_axlotl_minor_primary
wh3_main_combi	wh3_main_combi_region_kauark	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_bleeding_spire	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_waterfall_palace	primary	wh_main_special_waterfall_palace_primary
wh3_main_combi	wh3_main_combi_region_the_volary	secondary	wh3_dlc23_special_the_volary_secondary_combi
wh3_main_combi	wh3_main_combi_region_myrmidens	secondary	wh_main_human_major_secondary_pottery
wh3_main_combi	wh3_main_combi_region_ekrund	primary	wh3_cp1_human_major_primary_ekrund
wh3_main_combi	wh3_main_combi_region_hualotal	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_vale_of_titans	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_castle_alexandronov	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_karond_kar	primary	wh2_main_special_karond_kar_primary
wh3_main_chaos	wh3_main_chaos_region_hergig	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_temple_of_elemental_winds	secondary	wh_main_human_minor_secondary_timber
wh3_main_chaos	wh3_main_chaos_region_dragon_gate	primary	wh3_main_cth_bastion_primary
wh3_main_combi	wh3_main_combi_region_xahutec	secondary	wh2_main_human_minor_secondary_medicine
wh3_main_combi	wh3_main_combi_region_isle_of_wights	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_barak_varr	secondary	wh_main_human_major_secondary_dyes
wh3_main_combi	wh3_main_combi_region_kemperbad	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_springs_of_eternal_life	secondary	wh3_dlc26_special_springs_of_eternal_life_secondary
wh3_main_combi	wh3_main_combi_region_icespewer	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_igerov	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_the_void_steppes_the_monolith_of_the_void	secondary	wh3_main_prologue_dervingard_secondary
wh3_main_combi	wh3_main_combi_region_bordeleaux	port	wh_main_special_bordeleaux_port
wh3_main_combi	wh3_main_combi_region_ironspike	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_bloodpeak	secondary	wh3_dlc27_special_secondary_bloodpeak
wh3_main_combi	wh3_main_combi_region_statues_of_the_gods	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shagrath	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_axlotl	secondary	wh2_main_special_axlotl_minor_secondary
wh3_main_combi	wh3_main_combi_region_avethir	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_altar_of_the_horned_rat	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_languille	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_wei_jin	primary	wh3_main_special_wei_jin_major_primary
wh3_main_combi	wh3_main_combi_region_black_pyramid_of_nagash	secondary	wh2_main_special_pyramid_of_nagash_secondary
wh3_main_combi	wh3_main_combi_region_bitterstone_mine	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_montfort	secondary	wh_main_human_minor_secondary_iron
wh3_main_combi	wh3_main_combi_region_floating_pyramid	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_castle_templehof	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_ziggurat_of_dawn	secondary	wh2_main_special_ziggurat_of_dawn_secondary
wh3_main_prologue	wh3_prologue_region_canyons_of_gore_gore_town	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_ssildra_tor	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_frozen_plains_dervingard	primary	wh3_main_prologue_dervingard_primary
wh3_main_combi	wh3_main_combi_region_altar_of_the_crimson_harvest	primary	wh3_dlc20_special_icedrake_fjord_major_primary
wh3_main_combi	wh3_main_combi_region_copher	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_erengrad	secondary	wh3_main_erengrad_city_secondary
wh3_main_combi	wh3_main_combi_region_rothkar_spire	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ice_rock_gorge	primary	wh3_main_special_ice_rock_gorge_primary
wh3_main_combi	wh3_main_combi_region_blood_mountain	primary	wh3_main_special_blood_mountain_primary
wh3_main_combi	wh3_main_combi_region_grunburg	secondary	wh_main_human_minor_secondary_pastures
wh3_main_combi	wh3_main_combi_region_sorcerers_islands	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_dlc20_chaos_region_wreckers_point	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_darkhold	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_vale_of_titans	secondary	wh3_cp1_human_minor_secondary_vale_of_titans
wh3_main_combi	wh3_main_combi_region_the_folly_of_malofex	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_myrmidens	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_tower_of_lysean	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_zharr_naggrund	secondary	wh3_dlc20_special_zharr_naggrund_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_tor_dranil	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_shattered_cove	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_gnashraks_lair	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karak_hirn	secondary	wh_main_special_karak_hirn_secondary
wh3_main_chaos	wh3_main_chaos_region_kusel	secondary	wh_main_human_minor_secondary_salt
wh3_main_chaos	wh3_main_chaos_region_karak_ziflin	primary	wh_main_human_major_primary
wh3_main_combi	wh3_dlc20_combi_region_glacier_encampment	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_galleons_graveyard	primary	wh2_main_special_galleons_graveyard_primary
wh3_main_prologue	wh3_prologue_region_the_maze_keep_mansion_of_eyes	primary	wh3_main_prologue_minor_primary
wh3_main_combi	wh3_main_combi_region_uzkulak	secondary	wh3_dlc23_special_uzkulak_secondary
wh3_main_chaos	wh3_main_chaos_region_castle_drakenhof	secondary	wh_main_special_castle_drakenhof_secondary
wh3_main_chaos	wh3_main_chaos_region_seep_gore	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_argalis	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_angerrial	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_caverns_of_sotek	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_springs_of_eternal_life	primary	wh3_dlc26_special_springs_of_eternal_life_primary
wh3_main_combi	wh3_main_combi_region_the_twisted_towers	primary	wh3_dlc20_special_the_twisted_towers_major_primary
wh3_main_chaos	wh3_main_chaos_region_mount_thug	secondary	wh2_main_human_minor_secondary_spices
wh3_main_chaos	wh3_main_chaos_region_gorssel	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_fleshlands_blood_haven	secondary	wh3_main_prologue_dervingard_secondary
wh3_main_combi	wh3_main_combi_region_karak_ziflin	secondary	wh_main_human_minor_secondary_dyes
wh3_main_combi	wh3_main_combi_region_bitter_bay	primary	wh3_dlc23_special_bitter_bay_primary
wh3_main_combi	wh3_main_combi_region_tlaqua	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_altdorf	secondary	wh_main_special_altdorf_secondary
wh3_main_combi	wh3_main_combi_region_fort_jakova	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_dietershafen	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_skrap_towers	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_doomkeep	primary	wh3_dlc20_special_doomkeep_major_primary
wh3_main_chaos	wh3_main_chaos_region_the_fetid_catacombs	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_dlc23_combi_region_blasted_expanse	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_floating_pyramid	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shrine_of_kurnous	secondary	wh3_dlc24_special_shrine_of_kurnous_secondary
wh3_main_chaos	wh3_main_chaos_region_fortenhof	secondary	wh_main_human_minor_secondary_pastures
wh3_main_chaos	wh3_main_chaos_region_leblya	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_tor_anroc	secondary	wh2_main_special_tor_anroc_secondary
wh3_main_combi	wh3_main_combi_region_varenka_hills	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_zhufbar	secondary	wh_main_human_major_secondary_iron
wh3_main_combi	wh3_main_combi_region_the_oak_of_ages	secondary	wh_dlc05_elf_major_secondary_oak_of_ages
wh3_main_combi	wh3_main_combi_region_crookback_mountain	secondary	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary
wh3_main_combi	wh3_main_combi_region_drackla_spire	secondary	wh3_main_special_drackle_spire_secondary
wh3_main_chaos	wh3_main_chaos_region_the_sentinels	secondary	wh3_dlc23_special_the_sentinels_secondary
wh3_main_combi	wh3_main_combi_region_volulltrax	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_nagashizzar	secondary	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary
wh3_main_chaos	wh3_main_chaos_region_blizzardpeak	secondary	wh2_main_human_minor_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_spite_reach	secondary	wh_main_human_minor_secondary_wine
wh3_main_combi	wh3_main_combi_region_dragon_gate	primary	wh3_main_cth_bastion_primary
wh3_main_combi	wh3_main_combi_region_the_bleeding_spire	secondary	wh3_dlc27_special_secondary_the_bleeding_spire
wh3_main_chaos	wh3_main_chaos_region_troll_fjord	primary	wh3_dlc20_special_troll_fjord_major_primary
wh3_main_combi	wh3_dlc23_combi_region_uzkulak_port	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_tower_of_grief	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_howling_rock	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_gorger_rock	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_castle_carcassonne	secondary	wh_main_special_carcassonne_secondary
wh3_main_chaos	wh3_main_chaos_region_village_of_the_tigermen	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_ming_zhu	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_the_crystal_spires	primary	wh3_dlc20_special_the_crystal_spires_major_primary
wh3_main_chaos	wh3_main_chaos_region_shrine_of_the_alchemist	secondary	wh_main_human_minor_secondary_furs
wh3_main_combi	wh3_main_combi_region_angerrial	secondary	wh_main_human_minor_secondary_wine
wh3_main_combi	wh3_main_combi_region_akendorf	secondary	wh_main_human_major_secondary_pastures
wh3_main_combi	wh3_main_combi_region_bordeleaux	primary	wh_main_special_bordeleux_primary
wh3_main_combi	wh3_main_combi_region_erengrad	port	wh_main_special_erengrad_port
wh3_main_chaos	wh3_main_chaos_region_fortress_of_the_damned	primary	wh3_main_special_fortress_of_the_damned_minor_primary
